billNo,date,time,billType,status,customerName,productName,quantity,unit,rate,lineTotal,lineProfit,gstRate,discount,grandTotal,paidAmount,udharAmount,grossProfit,paymentModes
KOS-2026-005548,2026-06-21,16:14,normal_sale,active,Vaishali Salunkhe,Classmate Notebook 172pg,3,piece,57.68,173.04,47.04,12,0,582.61,582,0,136.1,cash:582
KOS-2026-005548,2026-06-21,16:14,normal_sale,active,Vaishali Salunkhe,Frooti 200ml,1,piece,10.49,10.49,1.99,12,0,582.61,582,0,136.1,cash:582
KOS-2026-005548,2026-06-21,16:14,normal_sale,active,Vaishali Salunkhe,Amul Taaza Milk 500ml,1,piece,28,28,3,0,0,582.61,582,0,136.1,cash:582
KOS-2026-005548,2026-06-21,16:14,normal_sale,active,Vaishali Salunkhe,Lifebuoy Soap 125g,2,piece,35.94,71.88,15.88,18,0,582.61,582,0,136.1,cash:582
KOS-2026-005548,2026-06-21,16:14,normal_sale,active,Vaishali Salunkhe,Good Knight Refill 45ml,1,piece,91.97,91.97,19.97,18,0,582.61,582,0,136.1,cash:582
KOS-2026-005547,2026-06-21,12:57,normal_sale,active,Walk-in,Center Fresh Gum (jar pc),1,piece,1.02,1.02,0.17,18,0,184.59,184.59,0,43.74,upi:184.59
KOS-2026-005547,2026-06-21,12:57,normal_sale,active,Walk-in,Nirma Washing Powder 1kg,2,piece,75.46,150.92,34.92,18,0,184.59,184.59,0,43.74,upi:184.59
KOS-2026-005547,2026-06-21,12:57,normal_sale,active,Walk-in,Moong Dal (loose),0.25,kg,130.61,32.65,8.65,0,0,184.59,184.59,0,43.74,upi:184.59
KOS-2026-005546,2026-06-21,12:53,normal_sale,active,Walk-in,Parle-G Biscuit 100g,2,piece,10.55,21.1,4.5,18,0,931.98,931,0,148.4,cash:931
KOS-2026-005546,2026-06-21,12:53,normal_sale,active,Walk-in,Tata Tea Gold 500g,2,piece,323.95,622.9,92.9,5,0,931.98,931,0,148.4,cash:931
KOS-2026-005546,2026-06-21,12:53,normal_sale,active,Walk-in,Surf Excel Easy Wash 1kg,2,piece,143.99,287.98,51.98,18,0,931.98,931,0,148.4,cash:931
KOS-2026-005545,2026-06-21,12:50,normal_sale,active,Shalini Sharma,Harpic Toilet Cleaner 500ml,2,piece,105,210,34,18,0,271.9,271,0,56,cash:271
KOS-2026-005545,2026-06-21,12:50,normal_sale,active,Shalini Sharma,Bisleri Water 1L,1,piece,20,20,7,18,0,271.9,271,0,56,cash:271
KOS-2026-005545,2026-06-21,12:50,normal_sale,active,Shalini Sharma,Tomato,1,kg,41.9,41.9,15.9,0,0,271.9,271,0,56,cash:271
KOS-2026-005544,2026-06-21,12:37,normal_sale,active,Walk-in,Chana Dal (loose),0.5,kg,95.24,47.62,10.62,0,0,94.61,94,0,24.7,cash:94
KOS-2026-005544,2026-06-21,12:37,normal_sale,active,Walk-in,Onion,1,kg,36.44,36.44,12.44,0,0,94.61,94,0,24.7,cash:94
KOS-2026-005544,2026-06-21,12:37,normal_sale,active,Walk-in,Parle-G Biscuit 100g,1,piece,10.55,10.55,2.25,18,0,94.61,94,0,24.7,cash:94
KOS-2026-005543,2026-06-21,12:11,normal_sale,active,Sneha Kadam,Britannia Marie Gold 250g,2,piece,41.48,82.96,16.96,18,0,182.96,182.96,0,39.96,cash:182.96
KOS-2026-005543,2026-06-21,12:11,normal_sale,active,Sneha Kadam,Bisleri Water 1L,1,piece,20,20,7,18,0,182.96,182.96,0,39.96,cash:182.96
KOS-2026-005543,2026-06-21,12:11,normal_sale,active,Sneha Kadam,Sprite 750ml,2,piece,40,80,16,28,0,182.96,182.96,0,39.96,cash:182.96
KOS-2026-005542,2026-06-21,11:51,normal_sale,active,Walk-in,Wheat Atta (loose),1,kg,42,42,10,0,0,42,42,0,10,cash:42
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Chana Dal (loose),0.5,kg,95.24,47.62,10.62,0,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Vim Liquid 500ml,1,piece,122.49,122.49,24.49,18,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Colgate Strong Teeth 200g,2,piece,113.64,227.28,43.28,18,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Harpic Toilet Cleaner 500ml,1,piece,105,105,17,18,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Maggi Noodles 8-pack,2,piece,112.52,225.04,41.04,12,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Amul Taaza Milk 500ml,3,piece,28,84,9,0,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005541,2026-06-21,11:46,normal_sale,active,Walk-in,Thums Up 750ml,1,piece,41.23,41.23,9.23,28,0,892.66,892.66,0,162.66,cash:892.66
KOS-2026-005540,2026-06-21,11:12,normal_sale,active,Walk-in,Onion,1,kg,36.44,36.44,12.44,0,0,516.65,516.65,0,96.65,bank:516.65
KOS-2026-005540,2026-06-21,11:12,normal_sale,active,Walk-in,Dettol Antiseptic 250ml,3,piece,160.07,480.21,84.21,18,0,516.65,516.65,0,96.65,bank:516.65
KOS-2026-005539,2026-06-21,11:03,normal_sale,active,Walk-in,Britannia Brown Bread,3,piece,52.9,158.7,32.7,0,0,482.65,482.65,0,91.65,cash:482.65
KOS-2026-005539,2026-06-21,11:03,normal_sale,active,Walk-in,Tata Tea Gold 500g,1,piece,323.95,323.95,58.95,5,0,482.65,482.65,0,91.65,cash:482.65
KOS-2026-005538,2026-06-21,11:01,normal_sale,active,Walk-in,Thums Up 750ml,1,piece,41.23,41.23,9.23,28,0,41.23,41.23,0,9.23,cash:41.23
KOS-2026-005537,2026-06-21,10:56,normal_sale,active,Walk-in,Agarbatti Pack (20 sticks),2,piece,31.3,62.6,14.6,12,0,62.6,62,0,14,cash:62
KOS-2026-005536,2026-06-21,10:55,normal_sale,active,Walk-in,Surf Excel Easy Wash 1kg,1,piece,143.99,143.99,25.99,18,0,484.91,484.91,0,90.91,upi:484.91
KOS-2026-005536,2026-06-21,10:55,normal_sale,active,Walk-in,Colgate Strong Teeth 200g,3,piece,113.64,340.92,64.92,18,0,484.91,484.91,0,90.91,upi:484.91
KOS-2026-005535,2026-06-21,10:33,normal_sale,active,Rakesh Kulkarni,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,40,40,0,8,cash:40
KOS-2026-005534,2026-06-21,09:55,normal_sale,active,Walk-in,Wheat Atta (loose),0.25,kg,42,10.5,2.5,0,0,10.5,10.5,0,2.5,cash:10.5
KOS-2026-005533,2026-06-21,09:24,normal_sale,active,Ashok Dsouza,Sunfeast Dark Fantasy 75g,1,piece,41.68,41.68,7.68,18,0,104.15,104.15,0,21.65,upi:104.15
KOS-2026-005533,2026-06-21,09:24,normal_sale,active,Ashok Dsouza,Lays Classic Salted 52g,1,piece,22.47,22.47,5.97,12,0,104.15,104.15,0,21.65,upi:104.15
KOS-2026-005533,2026-06-21,09:24,normal_sale,active,Ashok Dsouza,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,104.15,104.15,0,21.65,upi:104.15
KOS-2026-005532,2026-06-21,08:51,normal_sale,active,Arun Shaikh,Coca-Cola 750ml,1,piece,42.7,42.7,10.7,28,0,242.31,242.31,0,65.16,upi:242.31
KOS-2026-005532,2026-06-21,08:51,normal_sale,active,Arun Shaikh,Agarbatti Pack (20 sticks),1,piece,31.3,31.3,7.3,12,0,242.31,242.31,0,65.16,upi:242.31
KOS-2026-005532,2026-06-21,08:51,normal_sale,active,Arun Shaikh,Parle-G Biscuit 100g,1,piece,10.55,10.55,2.25,18,0,242.31,242.31,0,65.16,upi:242.31
KOS-2026-005532,2026-06-21,08:51,normal_sale,active,Arun Shaikh,Center Fresh Gum (jar pc),1,piece,1.02,1.02,0.17,18,0,242.31,242.31,0,65.16,upi:242.31
KOS-2026-005532,2026-06-21,08:51,normal_sale,active,Arun Shaikh,Garlic,1,kg,156.74,156.74,44.74,0,0,242.31,242.31,0,65.16,upi:242.31
KOS-2026-005531,2026-06-21,08:44,normal_sale,active,Rakesh Kadam,Amul Gold Milk 500ml,1,piece,34.79,34.79,4.79,0,0,235.62,235.62,0,49.62,cash:235.62
KOS-2026-005531,2026-06-21,08:44,normal_sale,active,Rakesh Kadam,Everest Turmeric 200g,2,piece,79.8,159.6,35.6,5,0,235.62,235.62,0,49.62,cash:235.62
KOS-2026-005531,2026-06-21,08:44,normal_sale,active,Rakesh Kadam,Thums Up 750ml,1,piece,41.23,41.23,9.23,28,0,235.62,235.62,0,49.62,cash:235.62
KOS-2026-005530,2026-06-21,08:42,normal_sale,active,Walk-in,Britannia Marie Gold 250g,1,piece,41.48,41.48,8.48,18,0,274.58,274.58,0,57.28,upi:274.58
KOS-2026-005530,2026-06-21,08:42,normal_sale,active,Walk-in,Sugar (loose),0.25,kg,49.91,12.48,2.23,5,0,274.58,274.58,0,57.28,upi:274.58
KOS-2026-005530,2026-06-21,08:42,normal_sale,active,Walk-in,Lemon,1,piece,5.14,5.14,1.94,0,0,274.58,274.58,0,57.28,upi:274.58
KOS-2026-005530,2026-06-21,08:42,normal_sale,active,Walk-in,Center Fresh Gum (jar pc),1,piece,1.02,1.02,0.17,18,0,274.58,274.58,0,57.28,upi:274.58
KOS-2026-005530,2026-06-21,08:42,normal_sale,active,Walk-in,Good Knight Refill 45ml,1,piece,91.97,91.97,19.97,18,0,274.58,274.58,0,57.28,upi:274.58
KOS-2026-005530,2026-06-21,08:42,normal_sale,active,Walk-in,Vim Liquid 500ml,1,piece,122.49,122.49,24.49,18,0,274.58,274.58,0,57.28,upi:274.58
KOS-2026-005529,2026-06-21,08:33,normal_sale,active,Walk-in,Parle-G Biscuit 100g,1,piece,10.55,10.55,2.25,18,0,10.55,10.55,0,2.25,cash:10.55
KOS-2026-005528,2026-06-21,08:29,normal_sale,active,Imran Kadam,Kissan Mixed Fruit Jam 200g,2,piece,82,164,28,12,0,298.43,298.43,0,56.93,upi:298.43
KOS-2026-005528,2026-06-21,08:29,normal_sale,active,Imran Kadam,Britannia Marie Gold 250g,1,piece,41.48,41.48,8.48,18,0,298.43,298.43,0,56.93,upi:298.43
KOS-2026-005528,2026-06-21,08:29,normal_sale,active,Imran Kadam,Thums Up 750ml,2,piece,41.23,82.46,18.46,28,0,298.43,298.43,0,56.93,upi:298.43
KOS-2026-005528,2026-06-21,08:29,normal_sale,active,Imran Kadam,Frooti 200ml,1,piece,10.49,10.49,1.99,12,0,298.43,298.43,0,56.93,upi:298.43
KOS-2026-005527,2026-06-20,21:38,normal_sale,active,Walk-in,Lux Soap 100g,1,piece,40.33,40.33,10.33,18,0,386.54,386,0,77.5,cash:386
KOS-2026-005527,2026-06-20,21:38,normal_sale,active,Walk-in,Frooti 200ml,1,piece,10.49,10.49,1.99,12,0,386.54,386,0,77.5,cash:386
KOS-2026-005527,2026-06-20,21:38,normal_sale,active,Walk-in,Match Box,1,piece,2.08,2.08,0.98,18,0,386.54,386,0,77.5,cash:386
KOS-2026-005527,2026-06-20,21:38,normal_sale,active,Walk-in,Maggi Noodles 70g,1,piece,14.55,14.55,3.05,12,0,386.54,386,0,77.5,cash:386
KOS-2026-005527,2026-06-20,21:38,normal_sale,active,Walk-in,Farm Eggs,2,piece,8,16,3.6,0,0,386.54,386,0,77.5,cash:386
KOS-2026-005527,2026-06-20,21:38,normal_sale,active,Walk-in,Aashirvaad Atta 5kg,1,piece,303.09,303.09,58.09,5,0,386.54,386,0,77.5,cash:386
KOS-2026-005526,2026-06-20,21:18,normal_sale,active,Walk-in,Basmati Rice Premium (loose),2,kg,126.71,253.42,69.42,0,0,305.95,305.95,0,82.95,upi:305.95
KOS-2026-005526,2026-06-20,21:18,normal_sale,active,Walk-in,Besan (loose),0.5,kg,105.06,52.53,13.53,5,0,305.95,305.95,0,82.95,upi:305.95
KOS-2026-005525,2026-06-20,20:09,normal_sale,active,Walk-in,Oreo Biscuit 120g,1,piece,35,35,5,18,0,71.95,71.95,0,13.1,upi:71.95
KOS-2026-005525,2026-06-20,20:09,normal_sale,active,Walk-in,Gillette Guard Razor,1,piece,35.93,35.93,7.93,18,0,71.95,71.95,0,13.1,upi:71.95
KOS-2026-005525,2026-06-20,20:09,normal_sale,active,Walk-in,Center Fresh Gum (jar pc),1,piece,1.02,1.02,0.17,18,0,71.95,71.95,0,13.1,upi:71.95
KOS-2026-005524,2026-06-20,20:06,normal_sale,active,Smita More,Sunfeast Dark Fantasy 75g,1,piece,41.68,41.68,7.68,18,20.12,862.02,862.02,0,172.02,upi:862.02
KOS-2026-005524,2026-06-20,20:06,normal_sale,active,Smita More,Nescafe Classic 50g,2,piece,206.38,412.76,76.76,18,20.12,862.02,862.02,0,172.02,upi:862.02
KOS-2026-005524,2026-06-20,20:06,normal_sale,active,Smita More,Toor Dal (loose),1,kg,161.66,161.66,43.66,0,20.12,862.02,862.02,0,172.02,upi:862.02
KOS-2026-005524,2026-06-20,20:06,normal_sale,active,Smita More,Coca-Cola 750ml,4,piece,42.7,170.8,42.8,28,20.12,862.02,862.02,0,172.02,upi:862.02
KOS-2026-005524,2026-06-20,20:06,normal_sale,active,Smita More,Chana Dal (loose),1,kg,95.24,95.24,21.24,0,20.12,862.02,862.02,0,172.02,upi:862.02
KOS-2026-005523,2026-06-20,20:01,normal_sale,active,Walk-in,Lays Classic Salted 52g,2,piece,22.47,44.94,11.94,12,0,359.49,359.49,0,57.99,upi:359.49
KOS-2026-005523,2026-06-20,20:01,normal_sale,active,Walk-in,Amul Cheese Slices 200g,1,piece,140,140,18,12,0,359.49,359.49,0,57.99,upi:359.49
KOS-2026-005523,2026-06-20,20:01,normal_sale,active,Walk-in,Maggi Noodles 70g,1,piece,14.55,14.55,3.05,12,0,359.49,359.49,0,57.99,upi:359.49
KOS-2026-005523,2026-06-20,20:01,normal_sale,active,Walk-in,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,359.49,359.49,0,57.99,upi:359.49
KOS-2026-005523,2026-06-20,20:01,normal_sale,active,Walk-in,Amul Taaza Milk 500ml,3,piece,28,84,9,0,0,359.49,359.49,0,57.99,upi:359.49
KOS-2026-005523,2026-06-20,20:01,normal_sale,active,Walk-in,AA Battery (2 pc),1,piece,36,36,8,18,0,359.49,359.49,0,57.99,upi:359.49
KOS-2026-005522,2026-06-20,20:01,normal_sale,active,Manisha Deshmukh,Lifebuoy Soap 125g,2,piece,35.94,71.88,15.88,18,0,794.28,269,525.28,158.58,cash:269
KOS-2026-005522,2026-06-20,20:01,normal_sale,active,Manisha Deshmukh,Tata Tea Gold 500g,2,piece,323.95,647.9,117.9,5,0,794.28,269,525.28,158.58,cash:269
KOS-2026-005522,2026-06-20,20:01,normal_sale,active,Manisha Deshmukh,Bisleri Water 1L,3,piece,20,60,21,18,0,794.28,269,525.28,158.58,cash:269
KOS-2026-005522,2026-06-20,20:01,normal_sale,active,Manisha Deshmukh,Potato,0.25,kg,26,6.5,2,0,0,794.28,269,525.28,158.58,cash:269
KOS-2026-005522,2026-06-20,20:01,normal_sale,active,Manisha Deshmukh,Farm Eggs,1,piece,8,8,1.8,0,0,794.28,269,525.28,158.58,cash:269
KOS-2026-005521,2026-06-20,19:53,normal_sale,active,Walk-in,Toor Dal (loose),1,kg,161.66,161.66,43.66,0,0,809.84,809.84,0,169.84,cash:357|upi:452.84
KOS-2026-005521,2026-06-20,19:53,normal_sale,active,Walk-in,Wheat Atta (loose),1,kg,42,42,10,0,0,809.84,809.84,0,169.84,cash:357|upi:452.84
KOS-2026-005521,2026-06-20,19:53,normal_sale,active,Walk-in,Aashirvaad Atta 5kg,2,piece,303.09,606.18,116.18,5,0,809.84,809.84,0,169.84,cash:357|upi:452.84
KOS-2026-005520,2026-06-20,19:48,normal_sale,active,Walk-in,Maggi Noodles 70g,1,piece,14.55,14.55,3.05,12,0,296.02,296.02,0,49.02,upi:296.02
KOS-2026-005520,2026-06-20,19:48,normal_sale,active,Walk-in,Frooti 200ml,3,piece,10.49,31.47,5.97,12,0,296.02,296.02,0,49.02,upi:296.02
KOS-2026-005520,2026-06-20,19:48,normal_sale,active,Walk-in,Lizol Floor Cleaner 500ml,2,piece,125,250,40,18,0,296.02,296.02,0,49.02,upi:296.02
KOS-2026-005519,2026-06-20,19:18,normal_sale,active,Walk-in,Lays Classic Salted 52g,1,piece,22.47,22.47,5.97,12,0,166.8,166,0,36.5,cash:166
KOS-2026-005519,2026-06-20,19:18,normal_sale,active,Walk-in,Mustard Oil (loose),0.25,l,167.39,41.85,9.85,5,0,166.8,166,0,36.5,cash:166
KOS-2026-005519,2026-06-20,19:18,normal_sale,active,Walk-in,Sprite 750ml,1,piece,40,40,8,28,0,166.8,166,0,36.5,cash:166
KOS-2026-005519,2026-06-20,19:18,normal_sale,active,Walk-in,Wheat Atta (loose),0.5,kg,42,21,5,0,0,166.8,166,0,36.5,cash:166
KOS-2026-005519,2026-06-20,19:18,normal_sale,active,Walk-in,Britannia Marie Gold 250g,1,piece,41.48,41.48,8.48,18,0,166.8,166,0,36.5,cash:166
KOS-2026-005518,2026-06-20,19:03,normal_sale,active,Walk-in,Harpic Toilet Cleaner 500ml,3,piece,105,315,51,18,0,713.69,713.69,0,142.69,cash:713.69
KOS-2026-005518,2026-06-20,19:03,normal_sale,active,Walk-in,Catch Red Chilli Powder 100g,3,piece,63.05,189.15,45.15,5,0,713.69,713.69,0,142.69,cash:713.69
KOS-2026-005518,2026-06-20,19:03,normal_sale,active,Walk-in,Colgate Strong Teeth 200g,1,piece,113.64,113.64,21.64,18,0,713.69,713.69,0,142.69,cash:713.69
KOS-2026-005518,2026-06-20,19:03,normal_sale,active,Walk-in,Maggi Noodles 70g,2,piece,14.55,29.1,6.1,12,0,713.69,713.69,0,142.69,cash:713.69
KOS-2026-005518,2026-06-20,19:03,normal_sale,active,Walk-in,Tata Salt 1kg,2,piece,33.4,66.8,18.8,0,0,713.69,713.69,0,142.69,cash:713.69
KOS-2026-005517,2026-06-20,19:02,normal_sale,active,Imran Deshmukh,Bingo Mad Angles 66g,1,piece,21.01,21.01,4.51,12,0,21.01,0,21.01,4.51,
KOS-2026-005516,2026-06-20,18:45,normal_sale,active,Salim Patil,KitKat 4-finger,1,piece,21.23,21.23,4.23,18,0,494.59,494.59,0,124.09,upi:494.59
KOS-2026-005516,2026-06-20,18:45,normal_sale,active,Salim Patil,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,494.59,494.59,0,124.09,upi:494.59
KOS-2026-005516,2026-06-20,18:45,normal_sale,active,Salim Patil,Toor Dal (loose),0.5,kg,161.66,80.83,21.83,0,0,494.59,494.59,0,124.09,upi:494.59
KOS-2026-005516,2026-06-20,18:45,normal_sale,active,Salim Patil,Vim Liquid 500ml,1,piece,122.49,122.49,24.49,18,0,494.59,494.59,0,124.09,upi:494.59
KOS-2026-005516,2026-06-20,18:45,normal_sale,active,Salim Patil,Garlic,1,kg,156.74,156.74,44.74,0,0,494.59,494.59,0,124.09,upi:494.59
KOS-2026-005516,2026-06-20,18:45,normal_sale,active,Salim Patil,Tata Salt 1kg,2,piece,33.4,66.8,18.8,0,0,494.59,494.59,0,124.09,upi:494.59
KOS-2026-005516,2026-06-20,18:45,normal_sale,active,Salim Patil,Potato,0.25,kg,26,6.5,2,0,0,494.59,494.59,0,124.09,upi:494.59
KOS-2026-005515,2026-06-20,18:39,normal_sale,active,Sanjay Singh,Poha (loose),0.25,kg,56,14,3.5,5,0,35.1,35.1,0,8,upi:35.1
KOS-2026-005515,2026-06-20,18:39,normal_sale,active,Sanjay Singh,Parle-G Biscuit 100g,2,piece,10.55,21.1,4.5,18,0,35.1,35.1,0,8,upi:35.1
KOS-2026-005514,2026-06-20,18:25,normal_sale,active,Nitin Sharma,Amul Cheese Slices 200g,1,piece,140,140,18,12,32.25,596.37,596.37,0,78.37,upi:596.37
KOS-2026-005514,2026-06-20,18:25,normal_sale,active,Nitin Sharma,Rajma (loose),0.25,kg,145.1,36.28,9.28,0,32.25,596.37,596.37,0,78.37,upi:596.37
KOS-2026-005514,2026-06-20,18:25,normal_sale,active,Nitin Sharma,Sugar (loose),1,kg,49.91,49.91,8.91,5,32.25,596.37,596.37,0,78.37,upi:596.37
KOS-2026-005514,2026-06-20,18:25,normal_sale,active,Nitin Sharma,Tomato,0.5,kg,41.9,20.95,7.95,0,32.25,596.37,596.37,0,78.37,upi:596.37
KOS-2026-005514,2026-06-20,18:25,normal_sale,active,Nitin Sharma,Good Knight Refill 45ml,1,piece,91.97,91.97,19.97,18,32.25,596.37,596.37,0,78.37,upi:596.37
KOS-2026-005514,2026-06-20,18:25,normal_sale,active,Nitin Sharma,Bournvita 500g,1,piece,275.51,275.51,43.51,18,32.25,596.37,596.37,0,78.37,upi:596.37
KOS-2026-005514,2026-06-20,18:25,normal_sale,active,Nitin Sharma,Yippee Noodles 70g,1,piece,14,14,3,12,32.25,596.37,596.37,0,78.37,upi:596.37
KOS-2026-005513,2026-06-20,18:04,normal_sale,active,Sneha Jadhav,Kissan Tomato Ketchup 500g,3,piece,105,315,51,12,0,732.3,732,0,130,cash:732
KOS-2026-005513,2026-06-20,18:04,normal_sale,active,Sneha Jadhav,Chana Dal (loose),0.5,kg,95.24,47.62,10.62,0,0,732.3,732,0,130,cash:732
KOS-2026-005513,2026-06-20,18:04,normal_sale,active,Sneha Jadhav,Tata Tea Gold 500g,1,piece,323.95,323.95,58.95,5,0,732.3,732,0,130,cash:732
KOS-2026-005513,2026-06-20,18:04,normal_sale,active,Sneha Jadhav,Britannia Good Day 100g,1,piece,31.73,31.73,6.73,18,0,732.3,732,0,130,cash:732
KOS-2026-005513,2026-06-20,18:04,normal_sale,active,Sneha Jadhav,Yippee Noodles 70g,1,piece,14,14,3,12,0,732.3,732,0,130,cash:732
KOS-2026-005512,2026-06-20,17:45,normal_sale,active,Walk-in,Besan (loose),2,kg,105.06,210.12,54.12,5,0,230.12,230,0,61,cash:230
KOS-2026-005512,2026-06-20,17:45,normal_sale,active,Walk-in,Bisleri Water 1L,1,piece,20,20,7,18,0,230.12,230,0,61,cash:230
KOS-2026-005511,2026-06-20,17:07,normal_sale,active,Balaji Khan,Bingo Mad Angles 66g,3,piece,21.01,63.03,13.53,12,0,84.26,84,0,17.5,cash:84
KOS-2026-005511,2026-06-20,17:07,normal_sale,active,Balaji Khan,KitKat 4-finger,1,piece,21.23,21.23,4.23,18,0,84.26,84,0,17.5,cash:84
KOS-2026-005510,2026-06-20,15:46,normal_sale,active,Walk-in,Agarbatti Pack (20 sticks),1,piece,31.3,31.3,7.3,12,0,379.62,379.62,0,66.12,cash:379.62
KOS-2026-005510,2026-06-20,15:46,normal_sale,active,Walk-in,Parle-G Biscuit 100g,1,piece,10.55,10.55,2.25,18,0,379.62,379.62,0,66.12,cash:379.62
KOS-2026-005510,2026-06-20,15:46,normal_sale,active,Walk-in,Clinic Plus Shampoo 175ml,2,piece,140,280,44,18,0,379.62,379.62,0,66.12,cash:379.62
KOS-2026-005510,2026-06-20,15:46,normal_sale,active,Walk-in,Thums Up 750ml,1,piece,41.23,41.23,9.23,28,0,379.62,379.62,0,66.12,cash:379.62
KOS-2026-005510,2026-06-20,15:46,normal_sale,active,Walk-in,Sona Masoori Rice (loose),0.25,kg,58,14.5,3,0,0,379.62,379.62,0,66.12,cash:379.62
KOS-2026-005510,2026-06-20,15:46,normal_sale,active,Walk-in,Center Fresh Gum (jar pc),2,piece,1.02,2.04,0.34,18,0,379.62,379.62,0,66.12,cash:379.62
KOS-2026-005509,2026-06-20,15:17,normal_sale,active,Walk-in,Vim Dishwash Bar 200g,1,piece,21.09,21.09,5.09,18,0,371.03,371.03,0,74.53,upi:371.03
KOS-2026-005509,2026-06-20,15:17,normal_sale,active,Walk-in,Kurkure Masala Munch 70g,1,piece,20,20,3.5,12,0,371.03,371.03,0,74.53,upi:371.03
KOS-2026-005509,2026-06-20,15:17,normal_sale,active,Walk-in,Bisleri Water 1L,1,piece,20,20,7,18,0,371.03,371.03,0,74.53,upi:371.03
KOS-2026-005509,2026-06-20,15:17,normal_sale,active,Walk-in,Lays Classic Salted 52g,2,piece,22.47,44.94,11.94,12,0,371.03,371.03,0,74.53,upi:371.03
KOS-2026-005509,2026-06-20,15:17,normal_sale,active,Walk-in,Dairy Milk 50g,1,piece,40,40,6,18,0,371.03,371.03,0,74.53,upi:371.03
KOS-2026-005509,2026-06-20,15:17,normal_sale,active,Walk-in,Amul Masti Dahi 400g,3,piece,40,120,24,5,0,371.03,371.03,0,74.53,upi:371.03
KOS-2026-005509,2026-06-20,15:17,normal_sale,active,Walk-in,Harpic Toilet Cleaner 500ml,1,piece,105,105,17,18,0,371.03,371.03,0,74.53,upi:371.03
KOS-2026-005508,2026-06-20,14:29,normal_sale,active,Walk-in,Bisleri Water 1L,1,piece,20,20,7,18,0,300.42,300,0,67.8,cash:300
KOS-2026-005508,2026-06-20,14:29,normal_sale,active,Walk-in,Rava / Sooji (loose),0.5,kg,48.98,24.49,6.49,5,0,300.42,300,0,67.8,cash:300
KOS-2026-005508,2026-06-20,14:29,normal_sale,active,Walk-in,Lemon,1,piece,5.14,5.14,1.94,0,0,300.42,300,0,67.8,cash:300
KOS-2026-005508,2026-06-20,14:29,normal_sale,active,Walk-in,Surf Excel Easy Wash 1kg,1,piece,143.99,143.99,25.99,18,0,300.42,300,0,67.8,cash:300
KOS-2026-005508,2026-06-20,14:29,normal_sale,active,Walk-in,Sprite 750ml,1,piece,40,40,8,28,0,300.42,300,0,67.8,cash:300
KOS-2026-005508,2026-06-20,14:29,normal_sale,active,Walk-in,Tata Salt 1kg,2,piece,33.4,66.8,18.8,0,0,300.42,300,0,67.8,cash:300
KOS-2026-005507,2026-06-20,12:43,normal_sale,active,Walk-in,Besan (loose),2,kg,105.06,210.12,54.12,5,0,420.83,420,0,93,cash:420
KOS-2026-005507,2026-06-20,12:43,normal_sale,active,Walk-in,Wheat Atta (loose),0.25,kg,42,10.5,2.5,0,0,420.83,420,0,93,cash:420
KOS-2026-005507,2026-06-20,12:43,normal_sale,active,Walk-in,Britannia Good Day 100g,1,piece,31.73,31.73,6.73,18,0,420.83,420,0,93,cash:420
KOS-2026-005507,2026-06-20,12:43,normal_sale,active,Walk-in,Fortune Sunflower Oil 1L,1,piece,168.48,168.48,30.48,5,0,420.83,420,0,93,cash:420
KOS-2026-005506,2026-06-20,12:42,normal_sale,active,Walk-in,Classmate Notebook 172pg,1,piece,57.68,57.68,15.68,12,0,57.68,57.68,0,15.68,cash:21|upi:36.68
KOS-2026-005505,2026-06-20,12:41,normal_sale,active,Manisha Gupta,Kissan Mixed Fruit Jam 200g,2,piece,82,164,28,12,0,269.4,269,0,52.5,cash:269
KOS-2026-005505,2026-06-20,12:41,normal_sale,active,Manisha Gupta,Coca-Cola 750ml,2,piece,42.7,85.4,21.4,28,0,269.4,269,0,52.5,cash:269
KOS-2026-005505,2026-06-20,12:41,normal_sale,active,Manisha Gupta,Kurkure Masala Munch 70g,1,piece,20,20,3.5,12,0,269.4,269,0,52.5,cash:269
KOS-2026-005504,2026-06-20,11:38,normal_sale,cancelled,Pooja Patil,Sprite 750ml,1,piece,40,40,8,28,0,83.51,83,0,17.7,cash:83
